#Number of Samples: 5
#Total Number of Reads: 1275830
#S1	flua.kraken2_kreport.txt
#S2	sample2.kraken2_kreport.txt
#S3	measle.kraken2_kreport.txt
#S4	flub.kraken2_kreport.txt
#S5	sample1.kraken2_kreport.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	lvl_type	taxid	name
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3088255	                    Longispora sp. K20-0274
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	53365	                Catellatospora
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2645785	                  unclassified Catellatospora
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2728827	                    Catellatospora sp. IY07-71
0.0114	146	0	0	0	1	0	145	0	0	0	0	0	O	85009	            Propionibacteriales
0.0100	127	0	0	0	1	0	126	0	0	0	0	0	F	31957	              Propionibacteriaceae
0.0087	111	1	0	0	0	0	111	1	0	0	0	0	G	1912216	                Cutibacterium
0.0086	110	110	0	0	0	0	110	110	0	0	0	0	S	1747	                  Cutibacterium acnes
0.0009	11	0	0	0	0	0	11	0	0	0	0	0	G	72763	                Tessaracoccus
0.0008	10	10	0	0	0	0	10	10	0	0	0	0	S	399497	                  Tessaracoccus flavescens
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2829499	                  Tessaracoccus palaemonis
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	29404	                Microlunatus
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G1	2619695	                  unclassified Microlunatus
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2672569	                    Microlunatus sp. Gsoil 973
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	1278221	                Auraticoccus
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	675864	                  Auraticoccus monumenti
0.0001	1	0	0	0	1	0	0	0	0	0	0	0	G	1743	                Propionibacterium
0.0001	1	1	0	0	1	1	0	0	0	0	0	0	S	556499	                  Propionibacterium acidifaciens
0.0010	13	0	0	0	0	0	13	0	0	0	0	0	F	85015	              Nocardioidaceae
0.0005	7	0	0	0	0	0	7	0	0	0	0	0	G	2040	                Aeromicrobium
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	1736691	                  Aeromicrobium choanae
0.0004	5	0	0	0	0	0	5	0	0	0	0	0	G	1839	                Nocardioides
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	1643322	                  Nocardioides ungokensis
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G1	2615069	                  unclassified Nocardioides
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2976001	                    Nocardioides sp. NBC_00850
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2714939	                    Nocardioides sp. HDW12B
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2589074	                  Nocardioides sambongensis
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	2044	                Pimelobacter
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2045	                  Pimelobacter simplex
0.0005	6	0	0	0	0	0	6	0	0	0	0	0	F	2726069	              Kribbellaceae
0.0005	6	0	0	0	0	0	6	0	0	0	0	0	G	182639	                Kribbella
0.0005	6	5	0	0	0	0	6	5	0	0	0	0	G1	2644121	                  unclassified Kribbella
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2975969	                    Kribbella sp. NBC_00662
0.0086	110	0	0	0	0	0	110	0	0	0	0	0	O	85010	            Pseudonocardiales
0.0086	110	10	0	0	0	0	110	10	0	0	0	0	F	2070	              Pseudonocardiaceae
0.0042	53	0	0	0	0	0	53	0	0	0	0	0	G	1813	                Amycolatopsis
0.0037	47	0	0	0	0	0	47	0	0	0	0	0	G1	2618356	                  unclassified Amycolatopsis
0.0031	40	40	0	0	0	0	40	40	0	0	0	0	S	2903561	                    Amycolatopsis sp. NBC_01307
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	3079339	                    Amycolatopsis sp. FBCC-B4732
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2778070	                    Amycolatopsis sp. FDAARGOS 1241
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3052846	                    Amycolatopsis sp. DG1A-15b
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	715472	                  Amycolatopsis nalaikhensis
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	941986	                  Amycolatopsis bartoniae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	700274	                  Amycolatopsis roodepoortensis
0.0020	26	0	0	0	0	0	26	0	0	0	0	0	G	65496	                Actinoalloteichus
0.0020	25	25	0	0	0	0	25	25	0	0	0	0	S	1470176	                  Actinoalloteichus hoggarensis
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2644606	                  unclassified Actinoalloteichus
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2072503	                    Actinoalloteichus sp. AHMU CJ021
0.0007	9	0	0	0	0	0	9	0	0	0	0	0	G	1835	                Saccharopolyspora
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	1836	                  Saccharopolyspora erythraea
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	33914	                  Saccharopolyspora gregorii
0.0005	6	0	0	0	0	0	6	0	0	0	0	0	G	2029	                Kibdelosporangium
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	860235	                  Kibdelosporangium phytohabitans
0.0002	2	1	0	0	0	0	2	1	0	0	0	0	G	43356	                Kutzneria
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2621979	                  unclassified Kutzneria
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2802641	                    Kutzneria sp. CA-103260
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	1851	                Saccharomonospora
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	S	40989	                  Saccharomonospora cyanea
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S1	882082	                    Saccharomonospora cyanea NA-134
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	165301	                Lentzea
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2643253	                  unclassified Lentzea
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3367513	                    Lentzea sp. JNUCC 0626
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	G	40566	                Actinosynnema
0.0011	14	0	0	0	0	0	14	0	0	0	0	0	O	2805415	            Jatrophihabitantales
0.0011	14	0	0	0	0	0	14	0	0	0	0	0	F	2805416	              Jatrophihabitantaceae
0.0011	14	0	0	0	0	0	14	0	0	0	0	0	G	1434010	                Jatrophihabitans
0.0011	14	14	0	0	0	0	14	14	0	0	0	0	S	2944128	                  Jatrophihabitans cynanchi
0.0009	12	0	0	0	0	0	12	0	0	0	0	0	O	1643682	            Geodermatophilales
0.0009	12	0	0	0	0	0	12	0	0	0	0	0	F	85030	              Geodermatophilaceae
0.0009	12	0	0	0	0	0	12	0	0	0	0	0	G	88138	                Modestobacter
0.0009	12	0	0	0	0	0	12	0	0	0	0	0	G1	2643866	                  unclassified Modestobacter
0.0009	12	12	0	0	0	0	12	12	0	0	0	0	S	2851567	                    Modestobacter sp. L9-4
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	O	622452	            Kineosporiales
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	F	83778	              Kineosporiaceae
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	33981	                Kineococcus
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	S	131568	                  Kineococcus radiotolerans
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S1	266940	                    Kineococcus radiotolerans SRS30216 = ATCC BAA-149
0.0002	3	0	0	0	1	0	2	0	0	0	0	0	O	2037	            Actinomycetales
0.0002	3	0	0	0	1	0	2	0	0	0	0	0	F	2049	              Actinomycetaceae
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	1654	                Actinomyces
0.0002	2	1	0	0	0	0	2	1	0	0	0	0	G1	2609248	                  unclassified Actinomyces
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	S	706438	                    Actinomyces sp. oral taxon 171
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S1	706439	                      Actinomyces sp. oral taxon 171 str. F0337
0.0001	1	0	0	0	1	0	0	0	0	0	0	0	G	1069494	                Trueperella
0.0001	1	1	0	0	1	1	0	0	0	0	0	0	S	1661	                  Trueperella pyogenes
0.0001	1	0	0	0	0	0	0	0	0	0	1	0	O	85004	            Bifidobacteriales
0.0001	1	1	0	0	0	0	0	0	0	0	1	1	F	31953	              Bifidobacteriaceae
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	O	1643684	            Nakamurellales
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	F	85031	              Nakamurellaceae
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	53460	                Nakamurella
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2618968	                  unclassified Nakamurella
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2762325	                    Nakamurella sp. PAMC28650
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	C	908620	          Nitriliruptoria
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	O	1747768	            Egibacterales
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	F	1747769	              Egibacteraceae
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	1747770	                Egibacter
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1670831	                  Egibacter rhizosphaerae
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	C	1497346	          Thermoleophilia
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	O	588673	            Solirubrobacterales
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	F	320583	              Conexibacteraceae
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	191494	                Conexibacter
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2627773	                  unclassified Conexibacter
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2812560	                    Conexibacter sp. SYSU D00693
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	C	84998	          Coriobacteriia
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	O	84999	            Coriobacteriales
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	F	1643824	              Atopobiaceae
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	133925	                Olsenella
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1805478	                  Olsenella timonensis
0.0017	22	0	0	0	0	0	21	0	0	0	1	0	K1	1798711	        Cyanobacteriota/Melainabacteria group
0.0017	22	0	0	0	0	0	21	0	0	0	1	0	P	1117	          Cyanobacteriota
0.0017	22	1	0	0	0	0	21	0	0	0	1	1	C	3028117	            Cyanophyceae
0.0016	21	0	0	0	0	0	21	0	0	0	0	0	O	3079744	              Acaryochloridales
0.0016	21	0	0	0	0	0	21	0	0	0	0	0	F	2881378	                Thermosynechococcaceae
0.0016	21	0	0	0	0	0	21	0	0	0	0	0	G	146785	                  Thermosynechococcus
0.0016	21	21	0	0	0	0	21	21	0	0	0	0	G1	2622553	                    unclassified Thermosynechococcus
0.0001	1	0	0	0	0	0	0	0	0	0	1	0	P	200795	        Chloroflexota
0.0001	1	0	0	0	0	0	0	0	0	0	1	0	C	388447	          Ktedonobacteria
0.0001	1	0	0	0	0	0	0	0	0	0	1	0	O	388448	            Ktedonobacterales
0.0001	1	0	0	0	0	0	0	0	0	0	1	0	F	2692416	              Ktedonosporobacteraceae
0.0001	1	0	0	0	0	0	0	0	0	0	1	0	G	2692417	                Ktedonosporobacter
0.0001	1	1	0	0	0	0	0	0	0	0	1	1	S	2509675	                  Ktedonosporobacter rubrisoli
0.0001	1	0	0	0	1	0	0	0	0	0	0	0	P	544448	        Mycoplasmatota
0.0001	1	0	0	0	1	0	0	0	0	0	0	0	O	2790996	          Mycoplasmoidales
0.0001	1	0	0	0	1	0	0	0	0	0	0	0	F	2895623	            Metamycoplasmataceae
0.0001	1	0	0	0	1	0	0	0	0	0	0	0	G	2767358	              Mycoplasmopsis
0.0001	1	1	0	0	1	1	0	0	0	0	0	0	S	2115	                Mycoplasmopsis fermentans
27.6198	352382	259	753	0	12	1	351587	257	1	0	29	1	K	3379134	      Pseudomonadati
27.4018	349600	6461	750	0	6	0	348826	6461	1	0	17	0	P	1224	        Pseudomonadota
10.7883	137641	3152	0	0	0	0	137639	3152	1	0	1	0	C	28211	          Alphaproteobacteria
9.2619	118166	1650	0	0	0	0	118164	1650	1	0	1	0	O	356	            Hyphomicrobiales
6.9398	88540	1398	0	0	0	0	88540	1398	0	0	0	0	F	119045	              Methylobacteriaceae
4.4145	56322	31755	0	0	0	0	56322	31755	0	0	0	0	G	407	                Methylobacterium
1.1410	14557	14557	0	0	0	0	14557	14557	0	0	0	0	S	107400	                  Methylobacterium fujisawaense
0.3290	4197	3304	0	0	0	0	4197	3304	0	0	0	0	G1	2615210	                  unclassified Methylobacterium
0.0565	721	721	0	0	0	0	721	721	0	0	0	0	S	3038924	                    Methylobacterium sp. 391_Methyba4
0.0051	65	65	0	0	0	0	65	65	0	0	0	0	S	925818	                    Methylobacterium sp. AMS5
0.0039	50	50	0	0	0	0	50	50	0	0	0	0	S	739141	                    Methylobacterium sp. XJLW
0.0025	32	32	0	0	0	0	32	32	0	0	0	0	S	1479019	                    Methylobacterium sp. C1
0.0014	18	18	0	0	0	0	18	18	0	0	0	0	S	2894310	                    Methylobacterium sp. NMS14P
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	2603276	                    Methylobacterium sp. WL1
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2202826	                    Methylobacterium sp. 17Sr1-1
0.1865	2379	2379	0	0	0	0	2379	2379	0	0	0	0	S	374432	                  Methylobacterium tardum
0.1282	1636	1564	0	0	0	0	1636	1564	0	0	0	0	S	31998	                  Methylobacterium radiotolerans
0.0056	72	72	0	0	0	0	72	72	0	0	0	0	S1	426355	                    Methylobacterium radiotolerans JCM 2831
0.0925	1180	1180	0	0	0	0	1180	1180	0	0	0	0	S	418223	                  Methylobacterium phyllosphaerae
0.0125	160	0	0	0	0	0	160	0	0	0	0	0	S	39956	                  Methylobacterium mesophilicum
0.0125	160	160	0	0	0	0	160	160	0	0	0	0	S1	908290	                    Methylobacterium mesophilicum SR1.6/6
0.0113	144	34	0	0	0	0	144	34	0	0	0	0	S	334852	                  Methylobacterium oryzae
0.0086	110	110	0	0	0	0	110	110	0	0	0	0	S1	693986	                    Methylobacterium oryzae CBMB20
0.0106	135	135	0	0	0	0	135	135	0	0	0	0	S	270351	                  Methylobacterium aquaticum
0.0049	62	62	0	0	0	0	62	62	0	0	0	0	S	2202828	                  Methylobacterium radiodurans
0.0039	50	50	0	0	0	0	50	50	0	0	0	0	S	269660	                  Methylobacterium brachiatum
0.0034	43	43	0	0	0	0	43	43	0	0	0	0	S	570505	                  Methylobacterium bullatum
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	1775910	                  Methylobacterium indicum
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	2051553	                  Methylobacterium currus
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	410	                  Methylobacterium organophilum
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2984843	                  Methylobacterium flocculans
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2202825	                  Methylobacterium durans
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2202827	                  Methylobacterium terrae
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	S	114616	                  Methylobacterium nodulans
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S1	460265	                    Methylobacterium nodulans ORS 2060
2.4152	30814	4397	0	0	0	0	30814	4397	0	0	0	0	G	2282523	                Methylorubrum
1.0412	13284	13217	0	0	0	0	13284	13217	0	0	0	0	S	223967	                  Methylorubrum populi
0.0053	67	67	0	0	0	0	67	67	0	0	0	0	S1	441620	                    Methylorubrum populi BJ001
1.0037	12806	1924	0	0	0	0	12806	1924	0	0	0	0	S	408	                  Methylorubrum extorquens
0.5725	7304	7304	0	0	0	0	7304	7304	0	0	0	0	S1	440085	                    Methylorubrum extorquens CM4
0.2728	3481	3481	0	0	0	0	3481	3481	0	0	0	0	S1	661410	                    Methylorubrum extorquens DM4
0.0076	97	97	0	0	0	0	97	97	0	0	0	0	S1	272630	                    Methylorubrum extorquens AM1
0.0256	327	0	0	0	0	0	327	0	0	0	0	0	G1	2648467	                  unclassified Methylorubrum
0.0256	327	327	0	0	0	0	327	327	0	0	0	0	S	2897334	                    Methylorubrum sp. B1-46
0.0005	6	1	0	0	0	0	6	1	0	0	0	0	G	186650	                Microvirga
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2651334	                  Microvirga thermotolerans
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G1	2617746	                  unclassified Microvirga
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3073270	                    Microvirga sp. M2
1.3561	17302	92	0	0	0	0	17302	92	0	0	0	0	F	41294	              Nitrobacteraceae
1.3404	17101	3294	0	0	0	0	17101	3294	0	0	0	0	G	374	                Bradyrhizobium
1.0230	13052	3839	0	0	0	0	13052	3839	0	0	0	0	G1	2631580	                  unclassified Bradyrhizobium
0.3660	4669	4669	0	0	0	0	4669	4669	0	0	0	0	S	2831780	                    Bradyrhizobium sp. sBnM-33
0.0937	1195	1195	0	0	0	0	1195	1195	0	0	0	0	S	2057741	                    Bradyrhizobium sp. SK17
0.0858	1095	1095	0	0	0	0	1095	1095	0	0	0	0	S	3344828	                    Bradyrhizobium sp. ma5
0.0519	662	662	0	0	0	0	662	662	0	0	0	0	S	3378765	                    Bradyrhizobium sp. RDM4
0.0374	477	477	0	0	0	0	477	477	0	0	0	0	S	1325120	                    Bradyrhizobium sp. CCBAU 53421
0.0161	206	206	0	0	0	0	206	206	0	0	0	0	S	3140245	                    Bradyrhizobium sp. B124
0.0144	184	184	0	0	0	0	184	184	0	0	0	0	S	288000	                    Bradyrhizobium sp. BTAi1
0.0132	169	169	0	0	0	0	169	169	0	0	0	0	S	208375	                    Bradyrhizobium sp. Pha-3
0.0051	65	65	0	0	0	0	65	65	0	0	0	0	S	2976822	                    Bradyrhizobium sp. CB1015
0.0044	56	56	0	0	0	0	56	56	0	0	0	0	S	1685958	                    Bradyrhizobium sp. ORS 111
0.0044	56	56	0	0	0	0	56	56	0	0	0	0	S	1566379	                    Bradyrhizobium sp. UASWS1016
0.0042	54	54	0	0	0	0	54	54	0	0	0	0	S	2782665	                    Bradyrhizobium sp. 200
0.0040	51	51	0	0	0	0	51	51	0	0	0	0	S	1404443	                    Bradyrhizobium sp. 41S5
0.0034	44	44	0	0	0	0	44	44	0	0	0	0	S	3039159	                    Bradyrhizobium sp. CB82
0.0032	41	41	0	0	0	0	41	41	0	0	0	0	S	1685970	                    Bradyrhizobium sp. ORS 86
0.0022	28	28	0	0	0	0	28	28	0	0	0	0	S	3039158	                    Bradyrhizobium sp. CB3481
0.0020	26	26	0	0	0	0	26	26	0	0	0	0	S	3080013	                    Bradyrhizobium sp. BWA-3-5
0.0020	25	25	0	0	0	0	25	25	0	0	0	0	S	1197460	                    Bradyrhizobium sp. 6(2017)
0.0018	23	23	0	0	0	0	23	23	0	0	0	0	S	2954771	                    Bradyrhizobium sp. Ash2021
0.0010	13	13	0	0	0	0	13	13	0	0	0	0	S	1325100	                    Bradyrhizobium sp. CCBAU 51753
0.0010	13	13	0	0	0	0	13	13	0	0	0	0	S	3049772	                    Bradyrhizobium sp. NP1
0.0009	12	12	0	0	0	0	12	12	0	0	0	0	S	83637	                    Bradyrhizobium genosp. L
0.0007	9	9	0	0	0	0	9	9	0	0	0	0	S	2782654	                    Bradyrhizobium sp. 186
0.0007	9	9	0	0	0	0	9	9	0	0	0	0	S	3140244	                    Bradyrhizobium sp. B097
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	574727	                    Bradyrhizobium sp. C-145
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	578924	                    Bradyrhizobium sp. STM 3562
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2782641	                    Bradyrhizobium sp. 170
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1404429	                    Bradyrhizobium sp. 2S1
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	3039154	                    Bradyrhizobium sp. CB1717
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1325112	                    Bradyrhizobium sp. CCBAU 53340
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3039153	                    Bradyrhizobium sp. CB1650
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	115808	                    Bradyrhizobium sp. ORS 285
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	858422	                    Bradyrhizobium sp. CCBAU 051011
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	578920	                    Bradyrhizobium sp. STM 3557
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	114615	                    Bradyrhizobium sp. ORS 278
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2782686	                    Bradyrhizobium sp. CW1
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3080015	                    Bradyrhizobium sp. BEA-2-5
0.0131	167	167	0	0	0	0	167	167	0	0	0	0	S	2748629	                  Bradyrhizobium quebecense
0.0084	107	107	0	0	0	0	107	107	0	0	0	0	S	280333	                  Bradyrhizobium pachyrhizi
0.0082	104	104	0	0	0	0	104	104	0	0	0	0	S	255045	                  Bradyrhizobium canariense
0.0074	94	94	0	0	0	0	94	94	0	0	0	0	S	29448	                  Bradyrhizobium elkanii
0.0041	52	52	0	0	0	0	52	52	0	0	0	0	S	1419277	                  Bradyrhizobium brasilense
0.0029	37	37	0	0	0	0	37	37	0	0	0	0	S	931866	                  Bradyrhizobium ottawaense
0.0022	28	28	0	0	0	0	28	28	0	0	0	0	S	993502	                  Bradyrhizobium daqingense
0.0020	26	26	0	0	0	0	26	26	0	0	0	0	S	2854389	                  Bradyrhizobium prioriisuperbiae
0.0016	21	21	0	0	0	0	21	21	0	0	0	0	S	722472	                  Bradyrhizobium lablabi
0.0016	20	20	0	0	0	0	20	20	0	0	0	0	S	244734	                  Bradyrhizobium betae
0.0015	19	0	0	0	0	0	19	0	0	0	0	0	S	44255	                  Bradyrhizobium oligotrophicum
0.0015	19	19	0	0	0	0	19	19	0	0	0	0	S1	1245469	                    Bradyrhizobium oligotrophicum S58
0.0009	11	11	0	0	0	0	11	11	0	0	0	0	S	1355477	                  Bradyrhizobium diazoefficiens
0.0008	10	0	0	0	0	0	10	0	0	0	0	0	S	2992140	                  Bradyrhizobium barranii
0.0008	10	10	0	0	0	0	10	10	0	0	0	0	S1	2819348	                    Bradyrhizobium barranii subsp. apii
0.0007	9	9	0	0	0	0	9	9	0	0	0	0	S	375	                  Bradyrhizobium japonicum
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	1404768	                  Bradyrhizobium amphicarpaeae
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	136996	                  Bradyrhizobium lupini
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	190148	                  Bradyrhizobium paxllaeri
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	1404411	                  Bradyrhizobium septentrionale
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	1437360	                  Bradyrhizobium erythrophlei
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	1274631	                  Bradyrhizobium icense
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2736875	                  Bradyrhizobium xenonodulans
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	3056648	                  Bradyrhizobium roseum
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	858423	                  Bradyrhizobium arachidis
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	1325095	                  Bradyrhizobium guangzhouense
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	1404367	                  Bradyrhizobium symbiodeficiens
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	83627	                  Bradyrhizobium commune
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2840469	                  Bradyrhizobium sediminis
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1300039	                  Bradyrhizobium centrosematis
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1325090	                  Bradyrhizobium guangdongense
0.0047	60	26	0	0	0	0	60	26	0	0	0	0	G	1395974	                Tardiphaga
0.0024	30	2	0	0	0	0	30	2	0	0	0	0	G1	2631404	                  unclassified Tardiphaga
0.0022	28	28	0	0	0	0	28	28	0	0	0	0	S	1404799	                    Tardiphaga sp. 42S5
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	340268	                  Tardiphaga alba
0.0036	46	0	0	0	0	0	46	0	0	0	0	0	G	1073	                Rhodopseudomonas
0.0016	21	21	0	0	0	0	21	21	0	0	0	0	S	475937	                  Rhodopseudomonas boonkerdii
0.0016	21	8	0	0	0	0	21	8	0	0	0	0	S	1076	                  Rhodopseudomonas palustris
0.0007	9	9	0	0	0	0	9	9	0	0	0	0	S1	316056	                    Rhodopseudomonas palustris BisB18
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S1	316058	                    Rhodopseudomonas palustris HaA2
0.0003	4	0	0	0	0	0	4	0	0	0	0	0	G1	2638247	                  unclassified Rhodopseudomonas
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2991972	                    Rhodopseudomonas sp. P2A-2r
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3034676	                    Rhodopseudomonas sp. BAL398
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	911	                Nitrobacter
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	S	912	                  Nitrobacter hamburgensis
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S1	323097	                    Nitrobacter hamburgensis X14
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	1033	                Afipia
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	290	                  [Pseudomonas] carboxydohydrogena
0.7180	9160	51	0	0	0	0	9159	51	1	0	0	0	F	82115	              Rhizobiaceae
0.7079	9031	670	0	0	0	0	9030	670	1	0	0	0	F1	227290	                Rhizobium/Agrobacterium group
0.4841	6176	1287	0	0	0	0	6175	1287	1	0	0	0	G	379	                  Rhizobium
0.3644	4649	4649	0	0	0	0	4649	4649	0	0	0	0	S	2267833	                    Rhizobium oryzihabitans
0.0162	207	207	0	0	0	0	207	207	0	0	0	0	S	2041385	                    Rhizobium tumorigenes
0.0020	25	14	0	0	0	0	25	14	0	0	0	0	G1	2613769	                    unclassified Rhizobium
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	2815360	                      Rhizobium sp. X9
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2806346	                      Rhizobium sp. SL42
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2603277	                      Rhizobium sp. WL3
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3138252	                      Rhizobium sp. SRDI969
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2795216	                      Rhizobium sp. AB2/73
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3382192	                      Rhizobium sp. SYY.PMSO
0.0005	6	5	0	0	0	0	6	5	0	0	0	0	S	384	                    Rhizobium leguminosarum
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	S1	386	                      Rhizobium leguminosarum bv. trifolii
